SPEED,TRACK_POSITION,ANGLE_TO_TRACK_AXIS,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,ACCELERATION,BRAKE,STEERING
186.921,-0.603081,0.132714,9.69881,10.0618,10.7692,11.9379,13.7967,16.8009,21.9049,31.1398,1,0,0.0
187.009,-0.620633,0.141034,9.81552,10.1972,10.9303,12.1367,14.0542,17.1549,22.4286,31.9585,1,0,0.0
187.123,-0.638237,0.145263,9.92776,10.3208,11.0707,12.3022,14.258,17.4205,22.7962,32.4852,1,0,0.0
187.26,-0.656008,0.146261,10.0367,10.4353,11.1945,12.4406,14.418,17.613,23.0344,32.7717,1,0,0.0
187.422,-0.67396,0.144429,10.1428,10.5416,11.3037,12.5548,14.5392,17.7405,23.1585,32.8486,1,0,0.0
187.604,-0.69205,0.140096,10.2464,10.6411,11.4004,12.6484,14.6273,17.8132,23.1869,32.7523,1,0,0.0
187.796,-0.710144,0.133971,10.3477,10.7348,11.4867,12.7255,14.6891,17.8433,23.1428,32.5279,1,0,0.0
187.996,-0.728134,0.126669,10.4471,10.8241,11.5655,12.791,14.7329,17.8453,23.0521,32.2247,1,0,0.0
188.197,-0.745814,0.118678,10.5442,10.9094,11.6384,12.848,14.7644,17.8288,22.9335,31.8786,1,0,0.0
188.396,-0.763021,0.110374,10.6385,10.9909,11.7064,12.8987,14.7877,17.8015,22.8007,31.5153,1,0,0.0
188.593,-0.779556,0.101853,10.7292,11.0684,11.77,12.9442,14.8052,17.7679,22.6624,31.1512,1,0,0.0
188.787,-0.795219,0.0934351,10.8153,11.1412,11.8288,12.9848,14.818,17.7303,22.5233,30.7951,1,0,0.0
188.981,-0.809934,0.0852402,10.8964,11.2093,11.8827,13.0207,14.8264,17.6899,22.3852,30.4506,1,0,-0.4
